stars,text
1,"we drove over specifically to go to Liberty. It was close to 2pm. So the lunch rush was gone, but the floors were so filthy and there was so much trash under the outside tables, that we ate across the street. The dirt was a huge turn off..."
1,I assume these guys want to go out of business. Staying open and servicing customers til your restaurant closes is a good way to show you care about staying in business. 45 min before your close time and the kitchen is closed and all chairs stacked on the tables. No visible pricing. Guy at the window clearly displeased at having to do work. Nice place ya got there. Hope the hot dog stand is on Fremont cus I'd rather eat from street food vendors who give a crap where their next dollar can be made.
1,"Chicken adobo is a SAD, SAD, SAD excuse for the dish.  After 6 of us tried it and repulsed in disappointment, I handed it back to the truck and didn't even ask for a refund.  The glass noodle dish was half-way decent, but really bland.  All in all, the \""Filipino\"" food this truck slings out is garbage and unworthy of the title.  Tied for worst truck of the day at Street Eats AZ...AVOID!"
1,"I had heard a lot of great things about this dentist , Daniel Wolter,  from people within the community I live in , so decided to try him. Well was I in for a big disappointment! First of all, let me say his staff is very friendly and he talks a good talk!  I went in there for a second opinion on some work recommended by another dentist (only because this guy was so well loved by some in my community).  Well along with the recommendation from the other dentist, he told me I needed a crown on a tooth that was giving me no trouble, simply because he said the filling was more than the enamel left on that particular tooth. He quoted me a price $1420.00 for this crown but I got a new patient discount of $100 and a 10% discount for living in community in which I lived. So the net cost was $1200.00 Now that's double the price of most dentists and shame on me for proceeding , knowing his price was way above other dentists.  Anyway from the day he put on my temporary crown, I had a toothache which would not go away. I returned to his office and he assured me that the pain would disappear when he replaced the temporary with the permanent crown. WRONG!!! Pain continued. I returned to his office three times for bite adjustments but the pain continued. Finally he tells me maybe I needed a root canal - this is something he NEVER mentioned to me before the crown was put in place. So he gives me a referral to an endodontist, who would then do this for  $1198.00.  I waited  the pain out hoping the tooth would settle down   It did not. After three months, I called his office and told one of his staff he needed to help in some way with the financing of this root canal. He refused to do anything except to say he would not charge me to repair the crown. His normal cost for this would be $150 .00\nBut he would be kind enough to do that for me. REALLY??? What a kind guy!!  I eventually went to another dentist who did the root canal for me for $700 .00 and has since also done a crown for $660,00.(with no after pain) .\nI would not refer this dentist to anyone. \nI believe he should not have placed a crown on an infected tooth   I also believe he could have owned up to his mistake and taken  care of the problem. \nLast but not least, his costs are way out of line !!!"
1,Had a massage for a set time and they did not have a therapist for me when it came time.  They did not know what to do and had no options for me.  Very disappointed.
1,"Went here for a spa pedicure. She was about 10 min late, and I had to call her to see if someone was showing up. Once she got there, she asked which service I was having, and assumed I was there for a wax. We're at red flag #2, in case you are counting.\n\nShe got ready and I was placed into a facial table, Yes folks, a table where I was laying down, face up. She brought out the cheapy target plastic foot soaker and I was in the weirdest and most awkward position with my knees high in the air, heels close to my butt,  soaking in this plastic tub while lying on this table. Almost like a pap smear. \n\nIt took 1hr 40 mins; she serviced about 2-3 clients at the end of the pedicure as well as she was the only one there. Almost 2 hours?!  She put 1 mask on my feet and had a nice but short foot/calf massage with lotion...nothing else. She spent 90% of the time filing my feet, and hey I needed that, but jesus I hope I can walk tomorrow.\n\nShe is EXTREMELY nice and was chatty but not too chatty. Looks like she's a great waxer based on other reviews but STAY FAR AWAY for a pedicure.\n\nI love supporting women-owned and run businesses but I will not be returning for any nail services there.\n\nI have yet to find a good spa pedicure in Charlotte that is less than $50.\n\nPS it's very hard to find, in a small building between Thai Taste and Ryan's Salon. It's also upstairs, so make sure you go through the front door and go up the stairs."
1,"This is the worst management company I have ever used.  Before I signed up with them, I checked reviews and they were all excellent....which now makes me think they wrote their own reviews.  I went down to Phoenix from California, met with them and signed the papers.  It took them several months to rent the house, then they started asking for more papers and insisted I sign a \""sale or management\"" agreement.  I told them I would not sign a \""sales\"" contract as I wasn't authorizing them to sell the property but only to manage it.  They then started asking for more paperwork including a copy of my last mortgage statement, then claimed that they had no paperwork (not even the paperwork I had signed in their office).  After months of arguing about what paperwork was required for property management only, they notified me that they were dropping me (the feeling at that point was mutual).  They have held all of the money they received from the tenant.  I have not received one cent.  They are now claiming they are going to continue to hold the funds, although they supposedly cancelled the contract on me.  They are refusing to release funds for 35 to 90 days!!!!  Is this how they make money?  Just collect and refuse to send it on to the property owner.  When I contacted the tenant, he told me that he had a very difficult time with the rental, while all the time they were telling me he was delaying!  Be VERY alert.  I may have to take them to small claims court to get the rent and all deposits back.\nSTAY AWAY at all costs....this is not Simply Property Mgmt."
1,Slow service and food was room temp when it finally came. Eggs Benedict not good unless warm. Tex-Mex omelette flavor was good but dish was not hot. Now we know why parking lot was half empty on a Saturday morning.
1,"I have been here many time in the last few years since the JitB at cave creek and cactus turned into filiberto's. the only reason i even come to this one instead of the one at 32nd & cactus which is just as far from my current house is the food quality is better here, i have never really had a 'good' experience here but it's sorta what to expect. but several times in the past, yesterday and now today they have told me to stop and wait after the car ahead of me leaves so they can \""fix their time/clocks\"" I always got frustrated because of this but today it almost got domestic in the parking lot after the cars behind me started honking their horns, i yelled at the DB directly behind me that i was instructed not to pull up, after the employee \""Julia\"" came to the window and told us just to pull up, i demanded an explanation, and to speak to the manager, but she said said there was no explanation and hesitated to say the managers name, instead she just kept saying \""he is working the back and can't talk now\"" so i kept demanding until she said it. it was a terrible experience and i don't see myself returning here for a very long time."
1,"My buddy's been ranting about how great this place.  But even he said it was pretty bad this time.\n\nI was disappointed.  If you have high blood pressure, the level of salt will kill you.  Buddy even complained to the manager about the oversalting of several dishes. \n\nMaybe the chef was sick and couldn't taste the salt.\n\nProper seasoning is very important.  Good meat ruined.\n\nAt least the wine was good."
1,This place is junk. I generally like Mandalay bay but a huge disappointment. I'm writing this hoping the management sees this. Here watching football on a Sunday. Sub par service. Have to chase waitress down. Moscow mule. Terrible!!! And the TV situation is WEAK!!!!  Really a multimillion dollar resort. Get your act together. Lots of places to spend my money besides this hotel.
1,"I'm shopping for a suv and so far i like the jeep grand Cherokee and bmw x6 so i decided to give airpark dodge a chance since they have a srt8 available. It's about the price of the entry level x6 but better performance so i thought it would be an economical alternative.\n\nThe salesman that greeted me automatically told me that i couldn't test drive it but he would check with his manager while asking if i wanted to buy it on the spot so i gave him my id and waited a few minutes looking the car over and taking pictures, liking the car despite the dealership floor looking like a tired hospital.\n\nThe salesman finally got back and told me that his manager didn't want to let anyone test drive it because of mileage. Not sure if they couldn't afford the gas or because they think that a couple miles on such an \""exclusive\"" car is going to destroy it's resell value but either way, it made me yank my license from his hand and leave promptly.\n\nTerrible way to be treated and awful customer service. Makes me wary about how poorly they might treat people who buy from them and have to bring their cars in for service."
1,"Dealt with this listing agent as a buyer of a property he was representing.  Agent lacks in professional communication, and appropriate avenues in which to do business.  \n\nFor example, he contacted my mortgage company to initiate pre-qualification and property appraisals prior to the home being under contract (he was furnished with a pre-qualification letter during the offer process).  Another example, he contacted my mortgage company to determine if I was still interested in the same property instead of submitting a formal counter offer to my Agent who, concurrently, was in constant communication with him."
1,"If this is the best \""outlet\"" experience that can be created, don't waste your time. This place is a notoriously overpriced, under managed tourist trap. The food courts are the worst of the entire experience.  One example: I ordered \""orange juice\"" at the Mediteranean Grill place. I watched the gal pour the orange juice out of a Food4Less-style gallon jug (not even Odwalla or anything fancy! GENERIC!) into a six ounce styrofoam cup, and she charged me almost four dollars. Pfft. There is this hot dog place in one of the food courts hocking a \""Rom Dog\"" that is \""cash only\"" and does not offer reciepts. What's UP with THAT? \n\nWay too expensive, especially the clothing stores. What is Up with THAT? Lucy W said it best -- RUn the other direction... OUTLET!"
1,"This was by far the shittiest service in vegas! (And I live here) so that says a lot! We literally had to go up to the bar ourselves after waiting about 10 minutes for the beer we asked for twice! Also the bartender seemed to have a terrible attitude and often ignored us, that is why we left to a table hoping for better service.. The food was mediocre.. I still left a tip just to be courteous but on my way home was regretting it! Will definitely NEVER be back!!! If I could leave a smaller rating I would! The only people who were attentive were the blonde with \""sancha\"" on her name tag, and the guy with the cool mustache who helped us out more than our server. Not sure if he was a cook or waiter."
1,"I bough an Amazon Local back in January of 2014, booked an appt. in March because she was booked out. On the day of the massage Shawna texts me saying, she is \""sorry she is not feeling well and will have to cancel today.\"" I thought, Okay, things come up. I had to call a month later to reschedule.\n\nNext appt. was booked for May and sure enough the day of, I get a text that she is sick and will have to cancel. So now I am a little frustrated but figure I will try one more time.\n\nNext appt. is set up for June 28th, and sure enough the morning of I get a text that she has to cancel because she is going to the ER! I couldn't believe it. I see that she even used that excuse with someone else on here. I try to be a patient person but three same day cancellation within 5 months is beyond acceptable.\n\nI got a refund and unfortunately do not recommend Shawna or this practice to anybody. I am sure she is a nice person and she was responsive to texts, but this is not how you run a business. \n\nBEWARE!!!"
1,"*** Sushi review only----Huge HUGE mistake going here and not reading the reviews first. \nOrdered 5 items charged 80 dollars and everything I ordered was in edible. Bad cuts of not fresh fish so tough I couldn't eat them. Mixed veg/shrimp tempura disgusting, the oil tasted bad. For the price it was a very tiny order.  Asked for it to be taken away and we were STILL charged for it. I don't even want to finish writing this review, this place pisses me off that much. Wait staff totally snotty/could care less and getting the bill \""adjusted\"" to 80 bucks was a nightmare.   Stay away!"
1,"Went to Yusho because my friend felt like dumplings over pizza next door. What I know now is we should have gotten pizza...\n\nThe decor was very nice and the staff knowledge was adequate, not excellent but adequate. Although, admittedly, our server had not tried the specials for the evening or even seen then except for what had been order already. \n\nFor a restaurant on the strip, the restaurant was surprisingly empty. Probably due to the food quality. Here was the major disappointment. \n\nWe ordered a few items from each section: \n\nYellow label/Kikusui Fubaguchi was good. Flavorful and delicious but overpriced at $20 for 200 ml. \nTuna- alright, lacked flavor, quality of tuna was poor. Pine nuts didn't seem to fit in. \n\nBok choy- biggest disappointment of the evening. Tofu was good, beets had nice flavor but the dressing was terrible. Lacked flavor or seasoning. \n\nLoganPOSERramen (posing as ramen). Tasting like American or French broth with a little dashi added. Terrible flavor. If you are searching for authentic, go elsewhere. \n\nCaramelized kimchi- brown with no actual caramelization. Decent flavor. \n\nBuns:\nCharred eggplant- the plumb sauce overpowered the eggplant. Bun itself had nice texture, but could only taste the plumb sauce. \n\nChub sausage- probably the best of the buns, but not terrific. Red pepper coulis is more French than Asian. \n\nPork shoulder- sauce again overbearing and under seasoned. Big disappointment.\n\nDoughnuts- dense and doughy. Good flavor, but texture was lacking. The Japanese sweet potato pur\u00e9e was flavorful but seemed to have been made in advance as it was starchy and dense. \n\nThere were also sever opportunities for an upswell by the staff which were missed. For example bottled water in addition to our sake or another sake after we were finished with out first. A couple of the staff asked if we wanted to keep the container but no one asked if we wanted another. \n\nOverall, probably the worst dining experience I have had on the strip. Service was good, knowledgable and friendly with great spiels of the food when dropped \nbut the server should not describe it as well and the food did not hold up to its descriptions. \n\nI would not recommend going here unless you are looking to be disappointed."
1,"Our family came to visit us from SF. We took them to Toast for brunch. The food was very good but our waitress Hilary was rude from the start. \nI don't understand how someone with that kind of attitude works in the food industry. When I asked her co-worker her name the first thing he asked was if she had been rude so this goes to show that she's like that all the time. She ruined our first visit to Toast needless to say that will be our last all because of Hilary. To the management, you should consider hiring a new waitress to take her place."
1,"I wish I could write a full review of Reuben's, unfortunately I can't comment on the food as I was never seated. I can, however, comment on the service. \n\nMy wife was off eating with friends, and I was on my own for dinner. Since Reuben's was close to my hotel and well-reviewed, that was where I'd planned on eating.\n\nAfter arriving, I informed the hostess that I wanted a table for one, and that I would be happy to sit at the bar since they were busy. She took my name, told me it would be 20 minutes, and directed me to the waiting area. I waited. After she began seating people who came in after me at the bar, I asked why I'd been passed over. She looked at her sheet and said I had accidentally been overlooked. She told me they would have me seated within 15 minutes. \n\nWhat?! I asked her if she was serious and she nodded dismissively.\n\nHaving no backup plan for dinner, I decided to wait it out. 20 minutes later, it happened again. A group that came in after me was seated. I asked if I'd been skipped again and her response was, \""It appears so.\""\n\nAfter standing there for over 40 minutes, I walked out. I'm still not sure why it happened, but all I got out of Reuben's was a terrible customer service experience."
1,"Look nice, but expensive for what you get, in terms of cupcakes. Too much icing, too sweet, and taste like packet mix. Too much packaging for takeaway. Being a baker (and no, don't have a business here), I am surprised by the glowing reviews. Try other bakeries first, before going here, if you are looking for excellent quality, fairly priced cupcakes."
1,"Would not suggest this to anyone. Burger King is more expensive for a burger that this place and there is a reason for that, there burgers are way better. moved to Buckeye a short while ago and had to try it, won't be a second time...\nJohn H."
1,"Overhyped & overpriced!\n\nFOOD\nThe pizza is NY Style thin crust. It was OKAY, not spectular enough to be worth $5 a slice! I've had wayyy better pizza for half the price. IMO costco pizza even tastes better.\n\nWhite pizza - Just okay. Really heavy-handed on the ricotta. There was just thick globs of it scattered everywhere.\n\nCheese pizza - Average. Kinda greasy\n\nMushroom - Average\n\nSausage & pepperoni - Probably the better one of them all. It actually had some flavor to it. \n\nSERVICE\nSUCKED! Pretty much you walk up to the counter and the person takes your order. The lady who helped us was rude. Honestly seemed like she HATED her job. Just gave us her frowning face & asked us what we wanted. The pizzas were just laid on the counter in front of her and it didn't even really look all appealing. But since we made it all the way here, we might as well order. She only warmed up two out of our 4 slices. So our food was half warm, half cold. \n\nAMBIANCE\nThis place is on the 3rd floor of cosmopolitan near the Blue Ribbon Sushi place. But there are no signs mentioning the pizza place. At first, we couldn't find it and had to ask someone where it was. The lady just said to walk down the long halfway & it'll be there. The place is pretty much just a counter with some side counters and chairs to eat but that's pretty much it. Nothing memorable.\n\nDefinitely won't be back. Come on Cosmopolitan, I would have expected better dining places!"
1,"Cannot stand this store. It's much worth your walk to head south on Vegas blvd. and hit cvs or the other Walgreens a block down. Constantly having issues with security being overzealous and immature with tyrannical agendas.  No thanks! I'll pay exuberant prices for convenience on the strip, but refuse to be treated like trash in the process."
1,"I don't know what I am doing writing a review for this store that no one (at least no one with any ability to change anything there) will ever read.  Nevertheless, I came, I saw, I left empty handed as nothing (in truth, not one little thing) in my entire basket rang up as it was marked on the shelf.  I don't know if it is incompetence, stupidity, or a laudable \""I don't give a flying f\"" attitude that makes this the worst Michaels in the area, but I am not sure I have the time to devote to studying the subject matter.  \n\nI think my favorite part of today's experience was when the third item rang up wrong and I told the cashier, she said \""oh\"" and looked blindly like a deer in headlights. No \""I'll check on that for you,\"" no \""do you still want it,\"" just a blank stare.  \n\nSadly, I'll be back next week because this is the closest one when I am out and about.  But seriously, as soon as I find an acceptable online substitute, I am outta here."
1,"First, I love Cafe Barrio.  The experience has always been top notch.\n\nUnfortunately Barrio Queen completely missed the mark.  I didn't want to like it, I wanted to love it!  Wet arrived about 7 last Friday night.  My partner was very excited because he loves CB.  I liked the interior, it was fun, playful and half-hazzard like CB.  Mike didn't like it, he thought they were trying to hard.  Our friends from Denver liked the interior well enough.\n\nThe experience... the waiters, servers, staff all looked busy, looked is the operative word.  The restaurant was less than half full and the staff looked harried and rushed.  When we got to our seats on the patio we all thought what a great night, beautiful weather, fun exciting place and we know the food is good at CB so it should be great here.  We playfully talked to our waiter... which I guess was the wrong thing to do.  Our friends love to laugh and flirt and push boundaries, our waiter was short, abrupt and acted offended.  I reminded him that he was working for tips, then he conveniently remembered he is/was in the service industry.\n\nWe had to ask for water repeatedly, and finally our waiter said \""I told the buss boy to get you water...\""   Unfortunately this sums up the waiter experience.  The bus boys were standing at the end of the bar talking... all night... which explains why we waited for thirty minutes to get water.\n\nWe ordered the choriqueso and the guacamole for appetizers.  When it came out the choriqueso was a monster bowl of cheese with some spicy sausage which was tasty if a bit overwhelmingly large.  The guacamole was surprising, it came in a very small bowl.  Usually at CB they come to the table and make the guac table side with flourish and panache.  Then I noticed that two tables were there the quac was being made table side... I looked at the tables to see what the difference was and it was glaringly obvious.  Not one of the four of us had boobs.  Then I looked at all of the staff, excluding the two women at the front desk who were wonderful by the way everyone else was male.  The servers went out of their way to make the quac for the tables with ladies but the tables with men we got a quarter order of guac made in the kitchen... reverse discrimination or homophobia... either option sucks.  Unfortunately it didn't stop with the guac...\n\nFor dinner Mike ordered the enchiladas de pollo.  I ordered off the \""sushi\"" taco sheet the cochnita pibil tacos (great idea, love the concept). Our friends from Denver split the 16 de septiembre chiles rellenos.  Mike was disappointed by his enchiladas, they were not very flavorful and the plate looked like a Chopped Chef threw everything on the plate just to be done in time.  My tacos were as expected, similar to CB good flavor but the same IronChopped Chef ran out of time on my plate.  The chiles rellenos were the highlight, the chef took time to make sure it looked great.  The boys from Denver loved it.\n\nDessert... the same chef who ran out of time plating Mike's and my plates also ran out of time and I think some ingredients for the churros.  At CB they finish the plate with some ice-cream which (I know it sounds funny) cuts the sweetness of the caramel.  It was sorely missed.  \n\nUnfortunately when we left Mike and I said to each other that the food and the experience was not worth the drive or money (we live by the Biltmore) and if we wanted the food CB was a better bet.  It is a shame really, it is a great space, in a really nice area but it misses the mark by quite a bit.  Our bill was just over 120 for the four of us.  Yes I had two margaritas which were good but 120 plus tip?  Two apps, three entrees and two desserts... 120 plus tip for Mexican food?  CB is worth it BQ... not so much.  \n\nI truly hope they can get the staff trained to be as professional and friendly as CB to all patrons not just those with boobs.  Yes, Phoenix is more diverse than Scottsdale but great service should extend to all patrons regardless of mammary  glands.  I also hope they can get the kitchen staff to take time, slow down and make the food look great (especially when the restaurant is only half full).  The flavors are mostly there, the plating enhances the experience and visually adds to the food."
1,Tonite at the drive thru they gave me a baked potato that looked terrible and smelled worse ! totally unedible. Last week they gave me the right salad but no dressing! I'll find another one to go to from now on. Hope management is smart enough to read these.
1,"We came here to have lunch and can unanimously agree that we had a terrible experience and felt the food and service were horrible. We were staying at the Tahiti village, which advertised in the rooms that with the purchase of an entree for lunch, you can get bottomless cocktails for $10. When we asked about the promotion, the waitress told us that they just changed the menu and that promotion was no longer available. Upon first being seated at our table, we were greeted by a dull, disinterested.waitress who seemed like she did not want to be there. We then proceeded to order lunch, and when asking questions about whether the sandwiches came with fries and soup or salad, the waitress responded by saying \""I couldn't tell you\"" and stood there like a deer in headlights. The tapas appetizer was HORRIBLE. The pumpkin soup special looked like pureed baby food and tasted like it also. The pizza I ordered was clearly frozen and the Cobb salad and the cranberry walnut salad were both far from fresh. The sangria tasted like there was no wine in it and much too sugary and was just simple syrup mixed with peach schnapps -- definitely not worth the money. STAY AWAY FROM THIS PLACE."
1,"I spent $16 in a frozen pi\u00f1a colada that tastes like cough syrup. It's impossible to drink, it's awful!!! Don't waste your money here..."
1,"They were accommodating with our orders as all five of us had to hold various ingredients from the wraps/sandwiches.  The staff was not rude, but not particularly friendly either.\n\nThen we got the food....AWEFUL!  Didn't they ever see that old-school commercial about not drowning your food?!  All I could taste was the sauce.  I couldn't taste the actual ingredients...I didn't think they were particularly fresh, plus not much ingredients other than the dressing.  It wasn't particularly healthy or \""Gourmet.\""  Out of the 5 of us, we all said we wouldn't go back!  Very expected for a casual chain restaurant."
1,Lack of professionalism.  Employees do not treat customers nicely. Very disappointed.
1,"This is a review for their bar area ONLY.  \n\nI've been to Tommy's for dinner before which I thought was good, but pricey. Anyhow, back to the bar. My fianc\u00e9 was really excited to take me to Tommy's for HH, because he had went with his friends and he raved about their excellent martinis. I LOVE martinis, so I was excited too. We decided to stop by for HH, the bar was packed. We decided to come back after walking around. We were just in luck, there were 2 seats open at the bar. The bar was clearing out as HH had just ended, but we didn't mind, because I JUST had to try this martini. We sat there for about 10 minutes and finally a bartender came up to us and we asked for their drink menu. As I had stated before the bar was emptying out and by that time the bar was only half full. There were seats next to us that were now empty. One guy came and sat in the seat next to us. The bartender gave him a drink menu right away. Another 10 minutes passed and no one has come by and asked if we liked to order anything. (It didn't seem like they were too busy as the bartenders were chatting with people and to each other). The guy next to us had already gotten his drink like 5 minutes ago. We left shortly after that. There was no reason why were ignored at the bar for 20  something minutes, we were sitting right in front and it was just ridiculous how we were being ignored. I'm EXTREMELY disappointed in their lack of service and I won't be coming here anytime soon. I definitely don't recommend this place to anyone."
1,I can't eat here anymore. The food is fine and the bagels are the best in town. The shit attitudes and poor service kill it. Fuck Chompie's!
1,"This review is for the Cafe only. We love this casino and feel their restaurants  are great, so we were amazed when we ate at the Cafe. They had only 6 tables full and we waited quit a while to order. It took 35 mins. to get our food and my tri tip sandwich was so dry I could not chew it. I sent it back, waitress said,\""Is it to dry.\"" before I said so. I ordered a bowl of chili with had to be from a can as it tasted like a bowl of warm gravy.  All the other restaurants in the casino are above average so eat anywhere but the cafe."
1,Was in town and was recommended to this place. I was with a party of 6 and the place was not very busy. We were never greeted or told how long the wait was for the next table. There was an abundance of seats so I wasn't concerned with the wait. We had prompted several servers numerous times with no acknowledgment. We then approached the server with the hope of getting seated. They seemed completely oblivious to our presence. I would have liked to have tried their burgers especially after reading all the great reviews. Unfortunately they failed miserably. I would like to have given them the benefit of the doubt but there was simply no excuse for the lack of service.
1,"yes it's in a casino, and yes it's ridiculously overpriced. but even if they had normal chinatown pricing, i wouldn't bother coming back here. with strip chinese joints, you're paying primarily for the location, but it's usually also about the food quality, presentation, and service. unfortunately, that's not the case at Zine - here, all you're paying for is location.\n\ni've been here a handful of times, mostly just for the noodle soups. which were ok. today was my first time having their entrees, and i wasn't impressed with anything we had. it was probably the worst bbq duck and pork i've ever had - tasteless, gristly, just yuck.... \n\nas others have mentioned, serving size is smaller than most places - maybe 3/4 of the portion you would normally get. factor that in if you're doing family style, and just fyi this is what you get for $600 at Zine (seriously):\n\n12 veggie spring rolls, 4x beef chow fun, 4x fried rice, 4x bbq combo, 3x steamed veg, 2x kung pao chicken, 3x lemon chicken, 3x honey walnut shrimp. bbq combo is $30 for awful bbq - 1/4 duck, 1/4 chicken and maybe 1/4lb bbq pork. $25 for an order of lemon chicken, which is literally 1 piece of chicken katsu w/ some lemon sauce. \n\neven if you gamble here and can get a comp - take your casino cash and get your moneys worth somewhere else at palazzo. there are so many other worthwhile overpriced places to choose from."
1,"Went here right after they opened. We arrived on a night that had a UFC fight showing. The first thing we were greeted with we \""THERE ARE NO SEATS LEFT!\"" from the girl holding the door WAY before we were even there.  No wait time, etc. \n\nI have been to the Twin Peaks on the Strip with GREAT results. The staff is great the food is great. This location needs to import some of the professionalism from that location."
1,"RUN AWAY!  The food is disgustingly un-fresh. Their pizza tastes like it was removed from a can and baked in an oven spattered with old vomit.  \n\nUpon further inspection beneath the cheese of my tomato covered pancake I noticed all the ingredients were in fact canned water-logged pieces of grossness from the 1960's\n\ndominoes is better, save a Buck an get a red Barron from the grocery store. Do not eat here!!!\n\nYou have been warned."
1,I went to Dr. Walker for a long time. I thought Dr. Walker was a good dentist until I changed dentists. I had an issue with the front receptionist(his wife) who kept telling me I had a deductible to pay. Least to say - one phone call from me to my insurance company(which the receptionist could have done) was all that was needed to clear up the confusion.  By that time I was pretty ticked by the way the receptionist treated me so I decided to go with another dentist that was recommended to me by a friend.\n\nProblem started when I went to the new dentist to have two cavities filled that Dr. Walker advised me of at my last cleaning(1 month prior).  Well it turns out I had 8 cavities and one was from a prior fill that Dr. Walker had completed approximately two years before. I understand missing one cavity but 6 others? Are you kidding me?! Not only that but I went for a second opinion to make sure I wasn't being fooled but modern-day medical over diagnosis. That dentist also confirmed the truth - 8 cavities and a possible root canal if the prior cavity filled was too deep to fix. Not only did they show me the x-rays but also the photos of the black holes and pits.  Several had been there for more than 6 months and probably more than a year. And I go to the dentist every 6 months - I like my teeth clean and that awesome feeling that there are no icky cavities. \n\nJust an FYI - Dr. Walker said I had stains on my teeth and they were definitely not stains. I felt mortified going to two different dentists and having them tell me my prior dentist wasn't telling me everything.
1,If I could give them less I would \nBest tip use another cab service
1,"We were definitely not happy with this company. The only reason why we rented from this company was because they're open 24 hours and our flight arrived at 2am after a 3 hour delay. Otherwise, we would've stuck with Enterprise but it is Vegas... why are the rental car places not 24 hours?  And since all other rental car companies were closed, we were left with Payless Car Rental. \n\nThe previous customers waiting in line before us also had problems. I would not recommend this company if you're looking for a car rental in Vegas. They try to add on a bunch of fees to make your daily rate MUCH higher than it should be. Their customer service was definitely lacking also. I understand it is 2am, but at least act somewhat nice towards your customers. I would much rather pay more for another company than go with Payless Car Rental."
1,"This location is beat. Old and worn down. The layout is all weird. Only one (slow) person working the deli section with a line of customers 6 deep. There's a plastic bin with sandwich rolls where customers can grab their own bread and stick them in a plastic bag. I saw a lady stick her dirty hands in there, move around the bread she didn't like until finding just the right ones. Sans tissue paper. Needless to say I didn't buy my rolls there."
1,"My husband I stayed here for two nights.  Of course, our room wasn't ready until 4pm, although we were there at 3:50pm.  The room was spacious, and that was about all. The walls were so paper thin that we could hear people in neighboring rooms talking. The second evening we were there there was a hired karaoke team set up in the pool area, and we had to listen to four hours of horrible singing mostly from the couple who owned the machine, because no one was there participating, and by 9pm, I called the front desk to complain because it was so loud, it sounded like they were in the room with a stereo blasting boom-box. They said, they would stop by 10pm which they did, but, good grief, it wasn't like they had a captive audience. \nWe couldn't wait to leave. Luxury, its not. Even Motel 6 has a hair dryer and softer towels."
1,"Nice nails? Not so nice after all. My mother and I have been going there every 2 weeks for a year to get our acrylics done. Last visit one of my nails started lifting after a week. I went in and a very rude lady who works there (maybe the owner?) yelled at me that I bumped it against something. I told her I did not and she said she would glue it for me. Glue for me only lasts a day, so I asked if she would fill it. She then grabbed my finger and started twisting the nail. I said \""ouch!\"" Workers were just walking around doing nothing. She said that she was going to charge me $3. Most places guarantee no lifting for 2 weeks. When I mentioned that to her, she told me to go find another salon then. So I will and so will my mother. Good for you in losing 2 regular customers."
1,"I have just came here for staying two days. Feel so upset because of customer service. Room is not as clean as I thought. There is no reason to stay here, but to watch mystere."
1,Security is on a power tripin this mall. I'm a security officer of 20+ years and I went to this mall last nite to pick up a game from one of the stores for my son when one of the guards stoped me ad told me I had to leave because the don't alow uniforms in the mall.  I was shocked. He told me that mall policy prohibits the uniforms in the mall and tha it is posted at the door. The is no posting at the door on this topic.  Sorry but if this is your policy. I will never step into your mall again.
1,"Wow - what an experience.    I rarely go to this mall, and in fact I rarely go to malls.    Today I was in the area and decided to go to Sports Chalet looking for something \""Cardinals.\""    Lo and behold - no more Sports Chalet.   I don't know when it closed, but obviously another hit to this declining property.    When I first moved to North Phoenix in 2001 you couldn't find a parking spot at Christmas time, and even Detour Dan did traffic reports from his Metrocenter flyovers for the benefit of shoppers.   On summer days when people want to get out but also want to \""stay in,\"" it was at that time a destination to kill time out of the searing heat.     I could have shot a cannon off in there today and hit no one.    The food court was nearly empty, and the stores were deserted.     Since I was there I took a swing through the whole place and couldn't believe the blight.     Decided to swing through Macy's, and for the life of me I cannot understand why they continue to pour money into that store with hardly any customers.   Of course, they had hardly any merchandise I'd want; that's all over at the other malls apparently.     I think it's time for the wrecking ball.     That's a nice chunk of property that could be made into something.      I'm not bothered by the people that are there as other reviews suggest, though the stores are not my type and they cater to what little \""crowd\"" they do have.     Time to call in the demolition experts, level it, and build something else.      What that would be I don't know, but what they have is a waste.    Sad to see what was once a thriving retail center die such an agonizing death."
1,"I went in for a simple clean up on my eyebrows (this is what I told him as well) my eyebrows \""were\"" very full (3 WEEKS OF GROWING) now they are totally messed up he took way to much off on both ends of my brows the space between is too wide I WILL NEVER RETURN HERE AGAIN IT WAS MY FIRST ANS DEFINITELY MY LAST"
1,"Worst place to buy anything!  Prices too high and they sold me Expired Creme that didn't work. The container didn't pump out the Creme.  I took it back with receipt and they blamed me for the whole problem. The manager and sales girl were accusing me of stealing another container because I asked to exchange it for one that worked.  What a joke!  They were just angry because I was right!  I will never go back there again.  Whole Foods is awesome, less expensive and fair people to deal with!  Done!"
1,Service sucks. Place is dirty. We were supposed to have a table and never got one and had to seat ourselves. Took 30 mins to get a server. Drinks were awful. Paid to put bride on stage and it lasted a whole 3 mins. Will NEVER be back.
